,index,name,minutes,n_steps,ingredients,n_ingredients,ingredients_clean_processed,type
4031,111068,indian red gun powder  molaha podi,15,12,"['vegetable oil', 'channa dal', 'urad dal', 'dry red chile', 'asafoetida powder', 'sesame seeds', 'salt', 'brown sugar']",8,vegetable oil channa dal urad dal dry red chile asafoetida powder sesame seeds salt brown sugar,other
4045,111173,indian vegetable lentil soup,55,7,"['olive oil', 'onion', 'red chilies', 'garlic cloves', 'curry powder', 'celery ribs', 'potatoes', 'sweet potato', 'pumpkin', 'red lentils', 'vegetable stock']",11,olive oil onion red chilies garlic cloves curry powder celery ribs potatoes sweet potato pumpkin red lentils vegetable stock,main_meal
4057,111220,indiana shoepeg salad,30,6,"['white shoepeg corn', 'english peas', 'french style green beans', 'celery', 'red onion', 'green pepper', 'sugar', 'salt', 'pepper', 'vegetable oil', 'white vinegar']",11,white shoepeg corn english peas french style green beans celery red onion green pepper sugar salt pepper vegetable oil white vinegar,light_meal
4058,111271,individual gingerbread pudding cake  light,30,5,"['bisquick', 'splenda sugar substitute', 'molasses', 'spices', 'soya milk', 'custard powder', 'boiling water']",7,bisquick splenda sugar substitute molasses spices soya milk custard powder boiling water,snacks
4072,111463,insalata di patate   italian potato salad,40,3,"['potatoes', 'onion', 'extra virgin olive oil', 'red wine vinegar', 'sea salt', 'cracked pepper', 'fresh parsley']",7,potatoes onion extra virgin olive oil red wine vinegar sea salt cracked pepper fresh parsley,light_meal
4084,111641,intense black bean soup,80,9,"['water', 'black beans', 'onions', 'garlic cloves', 'olive oil', 'cayenne pepper', 'crushed red pepper flakes', 'green bell pepper', 'salt', 'pepper']",10,water black beans onions garlic cloves olive oil cayenne pepper crushed red pepper flakes green bell pepper salt pepper,main_meal
4086,111688,iranian haroset,25,14,"['hazelnuts', 'pitted dates', 'blanched almond', 'raisins', 'golden raisin', 'sweet red wine', 'ground ginger', 'ground cardamom', 'ground cinnamon', 'ground cloves', 'granny smith apple', 'banana']",12,hazelnuts pitted dates blanched almond raisins golden raisin sweet red wine ground ginger ground cardamom ground cinnamon ground cloves granny smith apple banana,main_meal
4094,111872,irish lemon cauliflower   broccoli,16,6,"['vegetable oil', 'onion', 'fresh ginger', 'salt', 'cauliflower', 'broccoli', 'fresh lemon juice', 'lemon, zest of']",8,vegetable oil onion fresh ginger salt cauliflower broccoli fresh lemon juice lemon zest,main_meal
4095,111913,irish potato candy,30,6,"['mashed potatoes', 'vanilla', ""confectioners' sugar"", 'ground cinnamon']",4,mashed potatoes vanilla confectioners sugar ground cinnamon,light_meal
4179,114524,japanese sweet rice dumplings,0,13,"['water', 'sweet brown rice', 'sea salt', 'raisins', 'cinnamon', 'walnuts']",6,water sweet brown rice sea salt raisins cinnamon walnuts,snacks
4190,114622,javaher polow  persian jeweled rice,115,24,"['orange peel', 'carrots', 'sugar', 'dried barberries', 'yellow onion', 'grapeseed oil', 'raisins', 'mixed spice', 'slivered almonds', 'pistachios', 'plain yogurt']",11,orange peel carrots sugar dried barberries yellow onion grapeseed oil raisins mixed spice slivered almonds pistachios plain yogurt,snacks
4234,116079,kaandha poha  maharashtrian potato onion beaten rice,25,8,"['beaten rice', 'vegetable oil', 'mustard seeds', 'urad dal', 'turmeric powder', 'green chili pepper', 'onion', 'potato', 'salt', 'water', 'lemon', 'coriander leaves']",12,beaten rice vegetable oil mustard seeds urad dal turmeric powder green chili pepper onion potato salt water lemon coriander leaves,snacks
4247,116349,kale chips,45,7,"['apple cider vinegar', 'salt', 'olive oil', 'kale']",4,apple cider vinegar salt olive oil kale,snacks
4248,116358,kale pesto  transitioning into raw foods,20,6,"['kale', 'basil leaves', 'fresh curly-leaf parsley', 'garlic cloves', 'salt', 'black pepper', 'olive oil', 'nuts']",8,kale basil leaves fresh curly leaf parsley garlic cloves salt black pepper olive oil nuts,light_meal
4271,116621,kashmiri onion chutney  gand chetin,15,4,"['shallots', 'green chili', 'green coriander', 'black cumin seeds', 'dried mint', 'kashmiri chili powder', 'vinegar', 'salt']",8,shallots green chili green coriander black cumin seeds dried mint kashmiri chili powder vinegar salt,other
4287,117308,khizu mrqed   moroccan carrot salad,32,5,"['carrots', 'garlic cloves', 'cayenne pepper', 'fresh parsley', 'fresh coriander', 'cumin', 'white vinegar', 'olive oil', 'salt', 'water']",10,carrots garlic cloves cayenne pepper fresh parsley fresh coriander cumin white vinegar olive oil salt water,light_meal
4304,117710,killer onion chutney,30,4,"['vidalia onions', 'lemon juice', 'whole cumin seeds', 'mustard seeds', 'hot pepper sauce', 'red pepper flakes', 'cayenne pepper', 'light brown sugar', 'salt']",9,vidalia onions lemon juice whole cumin seeds mustard seeds hot pepper sauce red pepper flakes cayenne pepper light brown sugar salt,light_meal
4331,118725,korean style romaine,15,8,"['romaine lettuce', 'garlic', 'ginger', 'red pepper flakes', 'sesame oil', 'soy sauce', 'water', 'sesame seeds']",8,romaine lettuce garlic ginger red pepper flakes sesame oil soy sauce water sesame seeds,main_meal
4332,118726,korean style salad dressing,5,2,"['soy sauce', 'sesame oil', 'rice vinegar', 'water', 'garlic', 'sugar', 'red chili pepper flakes']",7,soy sauce sesame oil rice vinegar water garlic sugar red chili pepper flakes,light_meal
4342,119029,kumquat jam microwave,31,8,"['kumquat', 'sugar']",2,kumquat sugar,main_meal
4343,119040,kumquat s spicy oriental stir fry,35,12,"['soy sauce', 'sherry wine', 'hoisin sauce', 'chile sauce with garlic', 'arrowroot', 'vegetable broth', 'vegetable oil', 'sesame oil', 'carrot', 'sugar snap pea', 'red bell pepper', 'onion', 'extra firm tofu', 'scallions', 'rice', 'water']",16,soy sauce sherry wine hoisin sauce chile sauce garlic arrowroot vegetable broth vegetable oil sesame oil carrot sugar snap pea red bell pepper onion extra firm tofu scallions rice water,snacks
4381,120452,lebanese eggplants  messaka a,75,6,"['eggplant', 'tomatoes', 'chickpeas', 'onion', 'dried mint', 'garlic cloves', 'salt & pepper', 'olive oil']",8,eggplant tomatoes chickpeas onion dried mint garlic cloves salt pepper olive oil,snacks
4402,120673,leeks tossed in balsamic vinaigrette,20,5,"['leeks', 'balsamic vinegar', 'olive oil', 'parsley']",4,leeks balsamic vinegar olive oil parsley,light_meal
4445,122011,lemon pepper nuts,10,6,"['unsalted nuts', 'sugar', 'lemon pepper']",3,unsalted nuts sugar lemon pepper,snacks
4533,123201,lentil sprout and bulgur salad,30,9,"['cucumber', 'bulgar wheat', 'capers', 'lentil sprouts', 'scallions', 'tomatoes', 'flat leaf parsley', 'extra virgin olive oil', 'lemon juice', 'salt', 'black pepper', 'bibb lettuce']",12,cucumber bulgar wheat capers lentil sprouts scallions tomatoes flat leaf parsley extra virgin olive oil lemon juice salt black pepper bibb lettuce,snacks
4554,123283,lentils stew,55,11,"['dry lentils', 'head of garlic', 'onions', 'crushed tomatoes', 'oil', 'savory', 'salt', 'paprika']",8,dry lentils head garlic onions crushed tomatoes oil savory salt paprika,light_meal
4586,124093,lime and chili pita chips,15,5,"['pita breads', 'extra virgin olive oil', 'lime, zest of', 'chili flakes']",4,pita breads extra virgin olive oil lime zest chili flakes,snacks
4607,124878,liquori casalinghi  cherry liqueur,20,13,"['cherries', 'sugar', 'water', 'grain alcohol']",4,cherries sugar water grain alcohol,other
4634,126211,low carb summer squash casserole,45,8,"['summer squash', 'bell peppers', 'onion', 'canola oil', 'creamed corn', 'artificial sweetener', 'cornmeal', 'salt and pepper', 'jalapeno']",9,summer squash bell peppers onion canola oil creamed corn artificial sweetener cornmeal salt pepper jalapeno,other
4644,126626,low fat mushroom and wild rice soup,90,7,"['fresh mushrooms', 'onion', 'carrots', 'celery', 'garlic cloves', 'olive oil', 'dried thyme', 'flour', 'bay leaf', 'wild rice', 'brown rice', 'vegetable stock', 'salt', 'pepper', 'balsamic vinegar']",15,fresh mushrooms onion carrots celery garlic cloves olive oil dried thyme flour bay leaf wild rice brown rice vegetable stock salt pepper balsamic vinegar,main_meal
4657,126837,low sodium red chili sauce,28,4,"['low-sodium tomato puree', 'low sodium vegetable broth', 'chili powder', 'garlic powder', 'ground cumin', 'dried oregano', 'crushed red pepper flakes']",7,low sodium tomato puree low sodium vegetable broth chili powder garlic powder ground cumin dried oregano crushed red pepper flakes,main_meal
4690,127761,ma nl jang ah jji  pickled garlic in soy sauce,30270,4,"['garlic', 'soy sauce', 'sugar', 'rice vinegar', 'salt']",5,garlic soy sauce sugar rice vinegar salt,light_meal
4717,128838,maki sushi rice  rice cooker,25,12,"['short-grain rice', 'rice vinegar', 'mirin', 'caster sugar', 'salt']",5,short grain rice rice vinegar mirin caster sugar salt,snacks
4727,129244,mandarin almond salad,30,9,"['romaine lettuce', 'mandarin oranges', 'green onions', 'sliced almonds', 'sugar', 'red wine vinegar', 'olive oil', 'red pepper flakes', 'fresh ground black pepper']",9,romaine lettuce mandarin oranges green onions sliced almonds sugar red wine vinegar olive oil red pepper flakes fresh ground black pepper,light_meal
4764,129722,mango banana juice,10,3,"['mango', 'bananas', 'ice', 'water']",4,mango bananas ice water,snacks
4772,129826,maori   new zealand  fry bread,70,22,"['water', 'yeast', 'sugar', 'all-purpose flour', 'salt', 'cooking oil']",6,water yeast sugar purpose flour salt cooking oil,snacks
4781,129986,maple cupcakes,30,9,"['soymilk', 'apple cider vinegar', 'flour', 'baking powder', 'baking soda', 'salt', 'ground nutmeg', 'maple syrup', 'vegetable oil', 'brown sugar', 'maple extract', 'vanilla extract', 'walnuts']",13,soymilk apple cider vinegar flour baking powder baking soda salt ground nutmeg maple syrup vegetable oil brown sugar maple extract vanilla extract walnuts,snacks
4782,130048,maple glazed walnuts,15,4,"['walnut halves', 'maple syrup', 'salt']",3,walnut halves maple syrup salt,snacks
4785,130118,maple oatmeal bread  bread maker,250,3,"['warm water', 'maple syrup', 'vegetable oil', 'salt', 'quick-cooking oats', 'bread flour', 'active dry yeast']",7,warm water maple syrup vegetable oil salt quick cooking oats bread flour active dry yeast,snacks
4802,130415,maple walnut granola,30,8,"['old fashioned oats', 'walnuts', 'ground cinnamon', 'nutmeg', 'kosher salt', 'pure maple syrup', 'vanilla extract', 'canola oil']",8,old fashioned oats walnuts ground cinnamon nutmeg kosher salt pure maple syrup vanilla extract canola oil,snacks
4811,130697,marie s mushroom quiche,75,4,"['onion', 'mushrooms', 'tamari soy sauce', 'nutritional yeast', 'extra-firm silken tofu', 'horseradish mustard', 'smooth cashew butter']",7,onion mushrooms tamari soy sauce nutritional yeast extra firm silken tofu horseradish mustard smooth cashew butter,main_meal
4859,131479,martha white s perfect pie crust,15,22,"['all-purpose flour', 'salt', 'shortening', 'water']",4,purpose flour salt shortening water,desserts
4863,131652,mary s savory marinara sauce,195,8,"['tomato puree', 'crushed tomatoes', 'italian-style diced tomatoes', 'tomato sauce', 'hot water', 'onion', 'garlic cloves', 'olive oil', 'dry oregano', 'dry basil', 'onion powder', 'garlic powder', 'sugar', 'fresh basil leaves', 'meatballs', 'sweet italian sausage links']",16,tomato puree crushed tomatoes italian style diced tomatoes tomato sauce hot water onion garlic cloves olive oil dry oregano dry basil onion powder garlic powder sugar fresh basil leaves meatballs sweet italian sausage links,snacks
4866,131724,mas and marcy s summer peach quencher,5,4,"['peaches', 'pineapple juice', 'frozen lemonade concentrate', 'ice', 'club soda']",5,peaches pineapple juice frozen lemonade concentrate ice club soda,light_meal
4883,132006,masoor dal,65,10,"['red lentil', 'fresh ginger', 'ground turmeric', 'water', 'vegetable oil', 'asafoetida powder', 'whole cumin seed', 'dried hot peppers', 'salt']",9,red lentil fresh ginger ground turmeric water vegetable oil asafoetida powder whole cumin seed dried hot peppers salt,main_meal
4922,133089,mediterranean mushrooms,20,4,"['fresh tomato', 'tomato paste', 'cinnamon', 'shallots', 'red wine', 'garlic clove', 'rosemary', 'small mushrooms', 'salt and pepper']",9,fresh tomato tomato paste cinnamon shallots red wine garlic clove rosemary small mushrooms salt pepper,main_meal
5028,135396,middle eastern spread with lentils   peas,35,14,"['dried lentils', 'split peas', 'olive oil', 'onion', 'garlic', 'turmeric', 'ground cumin', 'celery leaves', 'fresh lemon juice', 'chili powder']",10,dried lentils split peas olive oil onion garlic turmeric ground cumin celery leaves fresh lemon juice chili powder,snacks
5042,135503,mighty miso soup,15,3,"['water', 'medium firm tofu', 'shiitake mushrooms', 'dried hijiki seaweed', 'miso', 'green onions', 'spinach']",7,water medium firm tofu shiitake mushrooms dried hijiki seaweed miso green onions spinach,main_meal
5061,136142,mini coconut cream pies   dairy free   vegan,30,8,"['sweetened coconut', 'soft silken tofu', 'sugar', 'cornstarch', 'light coconut milk', 'vanilla extract', 'coconut extract', 'graham cracker pie crusts']",8,sweetened coconut soft silken tofu sugar cornstarch light coconut milk vanilla extract coconut extract graham cracker pie crusts,snacks
5064,136470,minneola breakfast smoothie,5,1,"['tangerine', 'frozen mango chunks', 'frozen raspberries', 'soy yogurt', 'stevia powder', 'vanilla extract', 'flax seed oil']",7,tangerine frozen mango chunks frozen raspberries soy yogurt stevia powder vanilla extract flax seed oil,snacks
5092,136811,miso stew,25,18,"['quinoa', 'water', 'kombu seaweed', 'arame seaweed', 'olive oil', 'yellow onion', 'garlic cloves', 'firm tofu', 'carrot', 'fresh shiitake mushrooms', 'miso', 'bok choy', 'soy sauce', 'scallions', 'dulse flakes']",15,quinoa water kombu seaweed arame seaweed olive oil yellow onion garlic cloves firm tofu carrot fresh shiitake mushrooms miso bok choy soy sauce scallions dulse flakes,main_meal
5105,137107,mixed vegetable masala,60,14,"['fresh ginger', 'garlic cloves', 'diced tomatoes', 'cayenne pepper', 'canola oil', 'onion', 'yellow bell pepper', 'boiling potatoes', 'carrots', 'garam masala', 'chili powder', 'cauliflower floret', 'light coconut milk']",13,fresh ginger garlic cloves diced tomatoes cayenne pepper canola oil onion yellow bell pepper boiling potatoes carrots garam masala chili powder cauliflower floret light coconut milk,main_meal
5109,137137,mizuna with hot garlic and shallot dressing,10,4,"['olive oil', 'garlic cloves', 'shallots', 'cider vinegar', 'mizuna']",5,olive oil garlic cloves shallots cider vinegar mizuna,light_meal
5117,137445,mock eggnog,10,4,"['instant vanilla pudding', 'vanilla-flavored soymilk', 'sugar', 'vanilla extract', 'nutmeg', 'rum extract']",6,instant vanilla pudding vanilla flavored soymilk sugar vanilla extract nutmeg rum extract,other
5128,137740,mojito limeade,165,8,"['fresh mint leaves', 'limes', 'ice', 'white rum', 'fresh lime juice', 'club soda', 'sugar', 'water', 'limes, zest of']",9,fresh mint leaves limes ice white rum fresh lime juice club soda sugar water limes zest,main_meal
5131,137808,molasses mustard,600,6,"['mustard seeds', 'ground cinnamon', 'ground ginger', 'white wine vinegar', 'molasses']",5,mustard seeds ground cinnamon ground ginger white wine vinegar molasses,snacks
